track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,spotify_url
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29,"https://open.spotify.com/search/PERO%20Tï¿%20Karol%20G,%20Quevedo"
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,https://open.spotify.com/search/Hype%20Boy%20NewJeans
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,https://open.spotify.com/search/Bloody%20Mary%20Lady%20Gaga
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5,"https://open.spotify.com/search/Monotonï¿½%20Ozuna,%20Shakira"
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3,https://open.spotify.com/search/ýýý98%20Braves%20Morgan%20Wallen
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,https://open.spotify.com/search/WANDA%20Quevedo
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,https://open.spotify.com/search/Thought%20You%20Should%20Know%20Morgan%20Wallen
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,https://open.spotify.com/search/In%20The%20End%20Linkin%20Park
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3,https://open.spotify.com/search/Zona%20De%20Perigo%20Leo%20Santana
Lovezinho,Treyce,1,2022,7,28,242,0,70069745,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4,https://open.spotify.com/search/Lovezinho%20Treyce
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,"https://open.spotify.com/search/I%20Like%20You%20(A%20Happier%20Song)%20(with%20Doja%20Cat)%20Post%20Malone,%20Doja%20Cat"
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,https://open.spotify.com/search/Neverita%20Bad%20Bunny
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13,https://open.spotify.com/search/Vista%20Al%20Mar%20Quevedo
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33,"https://open.spotify.com/search/Sem%20Alianï¿½ï¿½a%20no%20%20MC%20Xenon,%20Os%20Gemeos%20da%20Putaria"
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,"https://open.spotify.com/search/Enemy%20(with%20JID)%20-%20from%20the%20series%20Arcane%20League%20of%20Legends%20Imagine%20Dragons,%20League%20of%20Legends,%20JID,%20Arcane"
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,https://open.spotify.com/search/Revenge%20XXXTENTACION
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,"https://open.spotify.com/search/Bombonzinho%20-%20Ao%20Vivo%20Israel%20&%20Rodolffo,%20Ana%20Castela"
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,"https://open.spotify.com/search/LA%20CANCIï¿½%20J%20Balvin,%20Bad%20Bunny"
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,"https://open.spotify.com/search/Quï¿½ï¿½%20Ago%20Yuridia,%20Angela%20Aguilar"
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,https://open.spotify.com/search/Love%20Again%20The%20Kid%20Laroi
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,https://open.spotify.com/search/After%20Hours%20The%20Weeknd
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,https://open.spotify.com/search/About%20Damn%20Time%20Lizzo
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4,https://open.spotify.com/search/Born%20With%20A%20Beer%20In%20My%20Hand%20Morgan%20Wallen
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,https://open.spotify.com/search/ýýýýýýýýýýýýýýýýýýýýý%20Fujii%20Kaze
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,"https://open.spotify.com/search/Besos%20Moja2%20Wisin%20&%20Yandel,%20ROSALï¿½"
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,https://open.spotify.com/search/Maan%20Meri%20Jaan%20King
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,https://open.spotify.com/search/Moscow%20Mule%20Bad%20Bunny
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,"https://open.spotify.com/search/My%20Universe%20Coldplay,%20BTS"
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3,https://open.spotify.com/search/Devil%20Donï¿½ï¿½ï¿½%20Morgan%20Wallen
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27,https://open.spotify.com/search/LLYLM%20ROSALï¿½
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6,"https://open.spotify.com/search/I'm%20Not%20Here%20To%20Make%20Friends%20Sam%20Smith,%20Calvin%20Harris,%20Jessie%20Reyez"
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,https://open.spotify.com/search/TRUSTFALL%20P!nk
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,https://open.spotify.com/search/ANTIFRAGILE%20LE%20SSERAFIM
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4,https://open.spotify.com/search/Boy's%20a%20liar%20PinkPantheress
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4,"https://open.spotify.com/search/VIBE%20(feat.%20Jimin%20of%20BTS)%20TAEYANG,%20Jimin"
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,https://open.spotify.com/search/Shirt%20SZA
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,https://open.spotify.com/search/Lift%20Me%20Up%20-%20From%20Black%20Panther:%20Wakanda%20Forever%20-%20Music%20From%20and%20Inspired%20By%20Rihanna
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,https://open.spotify.com/search/STAR%20WALKIN'%20(League%20of%20Legends%20Worlds%20Anthem)%20Lil%20Nas%20X
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,"https://open.spotify.com/search/Sex,%20Drugs,%20Etc.%20Beach%20Weather"
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,"https://open.spotify.com/search/Boy%20With%20Luv%20(feat.%20Halsey)%20Halsey,%20BTS"
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6,"https://open.spotify.com/search/Hey,%20Mickey!%20Baby%20Tate"
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4,https://open.spotify.com/search/Calm%20Down%20Rï¿½ï
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7,"https://open.spotify.com/search/Jhoome%20Jo%20Pathaan%20Arijit%20Singh,%20Vishal%20Dadlani,%20Sukriti%20Kakar,%20Vishal-Shekhar,%20Shekhar%20Ravjiani,%20Kumaar"
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,"https://open.spotify.com/search/Escapism.%20-%20Sped%20Up%20RAYE,%20070%20Shake"
Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3,https://open.spotify.com/search/Space%20Song%20Beach%20House
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4,"https://open.spotify.com/search/Dreamers%20[Music%20from%20the%20FIFA%20World%20Cup%20Qatar%202022%20Official%20Soundtrack]%20BTS,%20Jung%20Kook,%20FIFA%20Sound"
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,"https://open.spotify.com/search/Te%20Felicito%20Shakira,%20Rauw%20Alejandro"
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8,"https://open.spotify.com/search/Muï¿½ï¿½%20Steve%20Aoki,%20Tini,%20La%20Joaqui"
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,https://open.spotify.com/search/TV%20Billie%20Eilish
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,https://open.spotify.com/search/I'm%20Not%20The%20Only%20One%20Sam%20Smith
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,https://open.spotify.com/search/Heather%20Conan%20Gray
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4,"https://open.spotify.com/search/Besharam%20Rang%20(From%20""Pathaan"")%20Vishal-Shekhar,%20Shilpa%20Rao,%20Caralisa%20Monteiro,%20Kumaar,%20Vishal%20Dadlani,%20Shekhar%20Ravjiani"
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11,"https://open.spotify.com/search/One%20Kiss%20(with%20Dua%20Lipa)%20Calvin%20Harris,%20Dua%20Lipa"
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9,https://open.spotify.com/search/Sugar%20Rush%20Ride%20TOMORROW%20X%20TOGETHER
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,https://open.spotify.com/search/Pink%20Venom%20BLACKPINK
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,"https://open.spotify.com/search/WAIT%20FOR%20U%20(feat.%20Drake%20&%20Tems)%20Drake,%20Future,%20Tems"
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,https://open.spotify.com/search/Don't%20Start%20Now%20Dua%20Lipa
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,https://open.spotify.com/search/After%20Dark%20Mr.Kitty
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4,"https://open.spotify.com/search/Eu%20Gosto%20Assim%20-%20Ao%20Vivo%20Gustavo%20Mioto,%20Mari%20Fernandez"
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6,"https://open.spotify.com/search/INDUSTRY%20BABY%20(feat.%20Jack%20Harlow)%20Jack%20Harlow,%20Lil%20Nas%20X"
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,https://open.spotify.com/search/MIDDLE%20OF%20THE%20NIGHT%20Elley%20Duhï¿
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,https://open.spotify.com/search/Atlantis%20Seafret
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9,"https://open.spotify.com/search/PUNTO%2040%20Baby%20Rasta,%20Rauw%20Alejandro"
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,"https://open.spotify.com/search/Evoque%20Prata%20DJ%20Escobar,%20MC%20MENOR%20SG,%20MC%20MENOR%20HR"
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,https://open.spotify.com/search/How%20Do%20I%20Say%20Goodbye%20Dean%20Lewis
Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,https://open.spotify.com/search/Blind%20SZA
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,https://open.spotify.com/search/Die%20For%20You%20Joji
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,https://open.spotify.com/search/Doja%20Central%20Cee
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,https://open.spotify.com/search/Gatita%20Bellakath
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,"https://open.spotify.com/search/Rumble%20Skrillex,%20Flowdan,%20Fred%20again.."
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,"https://open.spotify.com/search/Niagara%20Falls%20(Foot%20or%202)%20[with%20Travis%20Scott%20&%2021%20Savage]%20Travis%20Scott,%2021%20Savage,%20Metro%20Boomin"
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,https://open.spotify.com/search/Yonaguni%20Bad%20Bunny
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,https://open.spotify.com/search/Super%20Freaky%20Girl%20Nicki%20Minaj
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,https://open.spotify.com/search/Running%20Up%20That%20Hill%20(A%20Deal%20With%20God)%20Kate%20Bush
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,https://open.spotify.com/search/Dream%20On%20Aerosmith
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,https://open.spotify.com/search/Limbo%20Freddie%20Dredd
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,"https://open.spotify.com/search/Where%20Are%20You%20Now%20Lost%20Frequencies,%20Calum%20Scott"
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,"https://open.spotify.com/search/WORTH%20NOTHING%20Twisted,%20Oliver%20Tree"
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,https://open.spotify.com/search/Bad%20Habits%20Ed%20Sheeran
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,https://open.spotify.com/search/KICK%20BACK%20Kenshi%20Yonezu
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,https://open.spotify.com/search/Evergreen%20(You%20Didnï¿½ï¿½ï¿½t%20Deserve%20Me%20A%20Omar%20Apollo
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,https://open.spotify.com/search/Good%20Days%20SZA
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,"https://open.spotify.com/search/Levitating%20(feat.%20DaBaby)%20Dua%20Lipa,%20DaBaby"
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,https://open.spotify.com/search/Woman%20Doja%20Cat
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,https://open.spotify.com/search/Shut%20up%20My%20Moms%20Calling%20-%20(Sped%20Up)%20Hotel%20Ugly
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,"https://open.spotify.com/search/Ferrari%20James%20Hype,%20Miggy%20Dela%20Rosa"
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,"https://open.spotify.com/search/You're%20On%20Your%20Own,%20Kid%20Taylor%20Swift"
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,"https://open.spotify.com/search/Kesariya%20(From%20""Brahmastra"")%20Pritam,%20Arijit%20Singh,%20Amitabh%20Bhattacharya"
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5,"https://open.spotify.com/search/Agudo%20Mï¿½ï¿½gi%20Styrx,%20utku%20INC,%20Thezth"
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,"https://open.spotify.com/search/Payphone%20Maroon%205,%20Wiz%20Khalifa"
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,https://open.spotify.com/search/All%20I%20Want%20for%20Christmas%20Is%20You%20Mariah%20Carey
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,https://open.spotify.com/search/Last%20Christmas%20Wham!
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,https://open.spotify.com/search/Rockin'%20Around%20The%20Christmas%20Tree%20Brenda%20Lee
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,https://open.spotify.com/search/Jingle%20Bell%20Rock%20Bobby%20Helms
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,https://open.spotify.com/search/It's%20Beginning%20To%20Look%20A%20Lot%20Like%20Christmas%20Michael%20Bublï¿
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,https://open.spotify.com/search/Santa%20Tell%20Me%20Ariana%20Grande
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,https://open.spotify.com/search/It's%20the%20Most%20Wonderful%20Time%20of%20the%20Year%20Andy%20Williams
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,https://open.spotify.com/search/Let%20It%20Snow!%20Let%20It%20Snow!%20Let%20It%20Snow!%20Dean%20Martin
Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,https://open.spotify.com/search/Snowman%20Sia
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,https://open.spotify.com/search/Underneath%20the%20Tree%20Kelly%20Clarkson
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4,https://open.spotify.com/search/Feliz%20Navidad%20Josï¿½ï¿½%20Felic
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,https://open.spotify.com/search/Holly%20Jolly%20Christmas%20Michael%20Bublï¿
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,https://open.spotify.com/search/Mistletoe%20Justin%20Bieber
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,https://open.spotify.com/search/Sleigh%20Ride%20The%20Ronettes
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7,https://open.spotify.com/search/Seek%20&%20Destroy%20SZA
Love Language,SZA,1,2022,12,9,1127,0,110849052,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8,https://open.spotify.com/search/Love%20Language%20SZA
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3,"https://open.spotify.com/search/Happy%20Xmas%20(War%20Is%20Over)%20John%20Lennon,%20The%20Harlem%20Community%20Choir,%20The%20Plastic%20Ono%20Band,%20Yoko%20Ono"
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9,"https://open.spotify.com/search/Used%20(feat.%20Don%20Toliver)%20SZA,%20Don%20Toliver"
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3,https://open.spotify.com/search/A%20Holly%20Jolly%20Christmas%20-%20Single%20Version%20Burl%20Ives
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4,https://open.spotify.com/search/The%20Christmas%20Song%20(Merry%20Christmas%20To%20You)%20-%20Remastered%201999%20Nat%20King%20Cole
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3,https://open.spotify.com/search/Wonderful%20Christmastime%20-%20Edited%20Version%20/%20Remastered%202011%20Paul%20McCartney
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3,https://open.spotify.com/search/Do%20They%20Know%20It's%20Christmas?%20-%201984%20Version%20Band%20Aid
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,"https://open.spotify.com/search/Ghost%20in%20the%20Machine%20(feat.%20Phoebe%20Bridgers)%20SZA,%20Phoebe%20Bridgers"
Special,SZA,1,2022,12,9,906,0,88092256,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5,https://open.spotify.com/search/Special%20SZA
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,https://open.spotify.com/search/Merry%20Christmas%20Everyone%20Shakin'%20Stevens
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,"https://open.spotify.com/search/Let%20It%20Snow!%20Let%20It%20Snow!%20Let%20It%20Snow!%20Frank%20Sinatra,%20B.%20Swanson%20Quartet"
SOS,SZA,1,2022,12,9,827,0,73981293,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,https://open.spotify.com/search/SOS%20SZA
